experiment	file	q	beam_size	size_view	dedup	algo	key	value
VaryBeam	communities.arff	25	50	5	100	Approximative	Time-PostProcess	0.656000000002678
VaryBeam	communities.arff	25	50	5	100	Approximative	Time	8.31199999999808
VaryBeam	communities.arff	25	100	5	100	Approximative	Time-Graph	27.9159999999974
VaryBeam	communities.arff	25	100	5	100	Approximative	Time-Search	1.16500000000087
VaryBeam	communities.arff	25	100	5	100	Approximative	Time-PostProcess	1.37799999999697
VaryBeam	communities.arff	25	100	5	100	Approximative	Time	30.4599999999991
VaryBeam	communities.arff	25	250	5	100	Approximative	Time-Graph	45.7860000000001
VaryBeam	communities.arff	25	250	5	100	Approximative	Time-Search	7.50499999999738
VaryBeam	communities.arff	25	250	5	100	Approximative	Time-PostProcess	3.36699999999837
VaryBeam	communities.arff	25	250	5	100	Approximative	Time	56.6579999999958
VaryBeam	adult.arff	25	25	5	100	Approximative	Time-Graph	8.43300000000454
VaryBeam	adult.arff	25	25	5	100	Approximative	Time-Search	0.080999999998312
VaryBeam	adult.arff	25	25	5	100	Approximative	Time-PostProcess	4.44399999999587
VaryBeam	adult.arff	25	25	5	100	Approximative	Time	12.9579999999987
VaryBeam	adult.arff	25	50	5	100	Approximative	Time-Graph	8.44099999999889
VaryBeam	adult.arff	25	50	5	100	Approximative	Time-Search	0.184999999997672
VaryBeam	adult.arff	25	50	5	100	Approximative	Time-PostProcess	8.72200000000157
VaryBeam	adult.arff	25	50	5	100	Approximative	Time	17.3479999999981
VaryBeam	adult.arff	25	100	5	100	Approximative	Time-Graph	8.47299999999814
VaryBeam	adult.arff	25	100	5	100	Approximative	Time-Search	0.406000000002678
VaryBeam	adult.arff	25	100	5	100	Approximative	Time-PostProcess	17.5869999999995
VaryBeam	adult.arff	25	100	5	100	Approximative	Time	26.4660000000003
VaryBeam	adult.arff	25	250	5	100	Approximative	Time-Graph	8.50499999999738
VaryBeam	adult.arff	25	250	5	100	Approximative	Time-Search	0.851000000002387
VaryBeam	adult.arff	25	250	5	100	Approximative	Time-PostProcess	43.836000000003
VaryBeam	adult.arff	25	250	5	100	Approximative	Time	53.1920000000027
VaryBeam	musk.arff	25	25	5	100	Approximative	Time-Graph	7.15600000000268
VaryBeam	musk.arff	25	25	5	100	Approximative	Time-Search	0.110999999997148
VaryBeam	musk.arff	25	25	5	100	Approximative	Time-PostProcess	0.838000000003376
VaryBeam	musk.arff	25	25	5	100	Approximative	Time	8.1050000000032
VaryBeam	musk.arff	25	50	5	100	Approximative	Time-Graph	23.010000000002
VaryBeam	musk.arff	25	50	5	100	Approximative	Time-Search	0.247000000003027
VaryBeam	musk.arff	25	50	5	100	Approximative	Time-PostProcess	1.69799999999668
VaryBeam	musk.arff	25	50	5	100	Approximative	Time	24.9550000000017
VaryBeam	musk.arff	25	100	5	100	Approximative	Time-Graph	86.2589999999982
VaryBeam	musk.arff	25	100	5	100	Approximative	Time-Search	0.702000000004773
VaryBeam	musk.arff	25	100	5	100	Approximative	Time-PostProcess	3.41100000000006
VaryBeam	musk.arff	25	100	5	100	Approximative	Time	90.372000000003
VaryBeam	musk.arff	25	250	5	100	Approximative	Time-Graph	234.690999999999
VaryBeam	musk.arff	25	250	5	100	Approximative	Time-Search	3.3070000000007
VaryBeam	musk.arff	25	250	5	100	Approximative	Time-PostProcess	8.48300000000017
VaryBeam	musk.arff	25	250	5	100	Approximative	Time	246.481
VaryDeduplication	communities.arff	25	100	5	0	Approximative	Time-Graph	162.198999999993
VaryDeduplication	communities.arff	25	100	5	0	Approximative	Time-Search	13.0500000000029
VaryDeduplication	communities.arff	25	100	5	0	Approximative	Time-PostProcess	1.30900000000111
VaryDeduplication	communities.arff	25	100	5	0	Approximative	Time	176.558999999994
VaryDeduplication	communities.arff	25	100	5	25	Approximative	Time-Graph	1969.99299999999
VaryDeduplication	communities.arff	25	100	5	25	Approximative	Time-Search	1.09999999999854
VaryDeduplication	communities.arff	25	100	5	25	Approximative	Time-PostProcess	1.31700000000274
VaryDeduplication	communities.arff	25	100	5	25	Approximative	Time	1972.41
VaryDeduplication	communities.arff	25	100	5	50	Approximative	Time-Graph	2330.656
VaryDeduplication	communities.arff	25	100	5	50	Approximative	Time-Search	1.5989999999947
VaryDeduplication	communities.arff	25	100	5	50	Approximative	Time-PostProcess	1.39600000000064
VaryDeduplication	communities.arff	25	100	5	50	Approximative	Time	2333.651
VaryDeduplication	communities.arff	25	100	5	75	Approximative	Time-Graph	42.4040000000023
VaryDeduplication	communities.arff	25	100	5	75	Approximative	Time-Search	1.29099999999744
VaryDeduplication	communities.arff	25	100	5	75	Approximative	Time-PostProcess	1.42199999999866
VaryDeduplication	communities.arff	25	100	5	75	Approximative	Time	45.1169999999984
VaryDeduplication	communities.arff	25	100	5	100	Approximative	Time-Graph	42.3570000000036
VaryDeduplication	communities.arff	25	100	5	100	Approximative	Time-Search	1.30000000000291
VaryDeduplication	communities.arff	25	100	5	100	Approximative	Time-PostProcess	1.41299999999319
VaryDeduplication	communities.arff	25	100	5	100	Approximative	Time	45.0710000000036
VaryDeduplication	adult.arff	25	100	5	0	Approximative	Time-Graph	8.52199999999721
VaryDeduplication	adult.arff	25	100	5	0	Approximative	Time-Search	1.45200000000477
VaryDeduplication	adult.arff	25	100	5	0	Approximative	Time-PostProcess	16.3559999999998
VaryDeduplication	adult.arff	25	100	5	0	Approximative	Time	26.3300000000017
VaryDeduplication	adult.arff	25	100	5	25	Approximative	Time-Graph	8.45900000000256
VaryDeduplication	adult.arff	25	100	5	25	Approximative	Time-Search	1.23599999999715
VaryDeduplication	adult.arff	25	100	5	25	Approximative	Time-PostProcess	17.4060000000027
VaryDeduplication	adult.arff	25	100	5	25	Approximative	Time	27.1010000000024
VaryDeduplication	adult.arff	25	100	5	50	Approximative	Time-Graph	8.40999999999622
VaryDeduplication	adult.arff	25	100	5	50	Approximative	Time-Search	0.404999999998836
VaryDeduplication	adult.arff	25	100	5	50	Approximative	Time-PostProcess	17.3709999999992
VaryDeduplication	adult.arff	25	100	5	50	Approximative	Time	26.1859999999942
VaryDeduplication	adult.arff	25	100	5	75	Approximative	Time-Graph	8.47400000000198
VaryDeduplication	adult.arff	25	100	5	75	Approximative	Time-Search	0.40400000000227
VaryDeduplication	adult.arff	25	100	5	75	Approximative	Time-PostProcess	17.377999999997
VaryDeduplication	adult.arff	25	100	5	75	Approximative	Time	26.2560000000012
VaryDeduplication	adult.arff	25	100	5	100	Approximative	Time-Graph	8.41799999999785
VaryDeduplication	adult.arff	25	100	5	100	Approximative	Time-Search	0.402999999998428
VaryDeduplication	adult.arff	25	100	5	100	Approximative	Time-PostProcess	17.4890000000014
VaryDeduplication	adult.arff	25	100	5	100	Approximative	Time	26.3099999999977
VaryDeduplication	musk.arff	25	100	5	0	Approximative	Time-Graph	530.156000000003
VaryDeduplication	musk.arff	25	100	5	0	Approximative	Time-Search	63.5630000000019
VaryDeduplication	musk.arff	25	100	5	0	Approximative	Time-PostProcess	3.3489999999947
VaryDeduplication	musk.arff	25	100	5	0	Approximative	Time	597.067999999999
VaryDeduplication	musk.arff	25	100	5	75	Approximative	Time-Graph	194.070999999996
VaryDeduplication	musk.arff	25	100	5	75	Approximative	Time-Search	0.715000000003783
VaryDeduplication	musk.arff	25	100	5	75	Approximative	Time-PostProcess	3.30199999999604
VaryDeduplication	musk.arff	25	100	5	75	Approximative	Time	198.087999999996
VaryDeduplication	musk.arff	25	100	5	100	Approximative	Time-Graph	194.646000000001
VaryDeduplication	musk.arff	25	100	5	100	Approximative	Time-Search	0.706999999994878
VaryDeduplication	musk.arff	25	100	5	100	Approximative	Time-PostProcess	3.30099999999948
VaryDeduplication	musk.arff	25	100	5	100	Approximative	Time	198.653999999995
