experiment	file	q	beam_size	size_view	dedup	algo	key	value
VaryBeam	insurance.arff	25	50	5	100	Approximative	Time-Search	0.5
VaryBeam	insurance.arff	25	50	5	100	Approximative	Time-PostProcess	1.57500000000073
VaryBeam	insurance.arff	25	50	5	100	Approximative	Time	21.0059999999994
VaryBeam	insurance.arff	25	100	5	100	Approximative	Time-Graph	52.7759999999998
VaryBeam	insurance.arff	25	100	5	100	Approximative	Time-Search	1.79899999999907
VaryBeam	insurance.arff	25	100	5	100	Approximative	Time-PostProcess	3.39600000000064
VaryBeam	insurance.arff	25	100	5	100	Approximative	Time	57.9719999999998
VaryBeam	insurance.arff	25	250	5	100	Approximative	Time-Graph	53.4279999999999
VaryBeam	insurance.arff	25	250	5	100	Approximative	Time-Search	5.80000000000109
VaryBeam	insurance.arff	25	250	5	100	Approximative	Time-PostProcess	8.34099999999853
VaryBeam	insurance.arff	25	250	5	100	Approximative	Time	67.5689999999995
VaryBeam	bank.arff	25	25	5	100	Approximative	Time-Graph	14.6980000000003
VaryBeam	bank.arff	25	25	5	100	Approximative	Time-Search	0.110000000000582
VaryBeam	bank.arff	25	25	5	100	Approximative	Time-PostProcess	5.58100000000013
VaryBeam	bank.arff	25	25	5	100	Approximative	Time	20.389000000001
VaryBeam	bank.arff	25	50	5	100	Approximative	Time-Graph	14.7029999999995
VaryBeam	bank.arff	25	50	5	100	Approximative	Time-Search	0.230999999999767
VaryBeam	bank.arff	25	50	5	100	Approximative	Time-PostProcess	11.2290000000012
VaryBeam	bank.arff	25	50	5	100	Approximative	Time	26.1640000000007
VaryBeam	bank.arff	25	100	5	100	Approximative	Time-Graph	14.6890000000003
VaryBeam	bank.arff	25	100	5	100	Approximative	Time-Search	0.484000000000378
VaryBeam	bank.arff	25	100	5	100	Approximative	Time-PostProcess	22.2639999999992
VaryBeam	bank.arff	25	100	5	100	Approximative	Time	37.4369999999999
VaryBeam	bank.arff	25	250	5	100	Approximative	Time-Graph	14.7420000000002
VaryBeam	bank.arff	25	250	5	100	Approximative	Time-Search	1.08600000000115
VaryBeam	bank.arff	25	250	5	100	Approximative	Time-PostProcess	55.0649999999987
VaryBeam	bank.arff	25	250	5	100	Approximative	Time	70.8940000000002
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	Time-Graph	73.0040000000008
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	Time-Search	0.889999999999418
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	Time-PostProcess	2.16700000000128
VaryDeduplication	insurance.arff	25	100	5	0	Approximative	Time	76.0610000000015
VaryDeduplication	insurance.arff	25	100	5	25	Approximative	Time-Graph	286.873
VaryDeduplication	insurance.arff	25	100	5	25	Approximative	Time-Search	937.392000000002
VaryDeduplication	insurance.arff	25	100	5	25	Approximative	Time-PostProcess	3.23699999999917
VaryDeduplication	insurance.arff	25	100	5	25	Approximative	Time	1227.502
VaryDeduplication	insurance.arff	25	100	5	50	Approximative	Time-Graph	52.8159999999989
VaryDeduplication	insurance.arff	25	100	5	50	Approximative	Time-Search	352.201000000001
VaryDeduplication	insurance.arff	25	100	5	50	Approximative	Time-PostProcess	3.37099999999919
VaryDeduplication	insurance.arff	25	100	5	50	Approximative	Time	408.388999999999
VaryDeduplication	insurance.arff	25	100	5	75	Approximative	Time-Graph	52.5550000000003
VaryDeduplication	insurance.arff	25	100	5	75	Approximative	Time-Search	1.80599999999686
VaryDeduplication	insurance.arff	25	100	5	75	Approximative	Time-PostProcess	3.38900000000285
VaryDeduplication	insurance.arff	25	100	5	75	Approximative	Time	57.75
VaryDeduplication	insurance.arff	25	100	5	100	Approximative	Time-Graph	52.7419999999984
VaryDeduplication	insurance.arff	25	100	5	100	Approximative	Time-Search	1.80400000000009
VaryDeduplication	insurance.arff	25	100	5	100	Approximative	Time-PostProcess	3.38699999999881
VaryDeduplication	insurance.arff	25	100	5	100	Approximative	Time	57.9339999999975
VaryDeduplication	bank.arff	25	100	5	0	Approximative	Time-Graph	14.7299999999996
VaryDeduplication	bank.arff	25	100	5	0	Approximative	Time-Search	2.13400000000183
VaryDeduplication	bank.arff	25	100	5	0	Approximative	Time-PostProcess	16.7649999999994
VaryDeduplication	bank.arff	25	100	5	0	Approximative	Time	33.630000000001
VaryDeduplication	bank.arff	25	100	5	25	Approximative	Time-Graph	14.7180000000008
VaryDeduplication	bank.arff	25	100	5	25	Approximative	Time-Search	2.03499999999985
VaryDeduplication	bank.arff	25	100	5	25	Approximative	Time-PostProcess	21.8739999999998
VaryDeduplication	bank.arff	25	100	5	25	Approximative	Time	38.6270000000004
VaryDeduplication	bank.arff	25	100	5	50	Approximative	Time-Graph	14.7010000000009
VaryDeduplication	bank.arff	25	100	5	50	Approximative	Time-Search	0.516999999999825
VaryDeduplication	bank.arff	25	100	5	50	Approximative	Time-PostProcess	22.237000000001
VaryDeduplication	bank.arff	25	100	5	50	Approximative	Time	37.4550000000017
VaryDeduplication	bank.arff	25	100	5	75	Approximative	Time-Graph	14.6769999999997
VaryDeduplication	bank.arff	25	100	5	75	Approximative	Time-Search	0.484000000000378
VaryDeduplication	bank.arff	25	100	5	75	Approximative	Time-PostProcess	22.2520000000004
VaryDeduplication	bank.arff	25	100	5	75	Approximative	Time	37.4130000000005
VaryDeduplication	bank.arff	25	100	5	100	Approximative	Time-Graph	14.7150000000001
VaryDeduplication	bank.arff	25	100	5	100	Approximative	Time-Search	0.48700000000099
VaryDeduplication	bank.arff	25	100	5	100	Approximative	Time-PostProcess	22.2309999999998
VaryDeduplication	bank.arff	25	100	5	100	Approximative	Time	37.4330000000009
