experiment	file	q	beam_size	size_view	dedup	algo	key	value
VaryBeam	breast.arff	25	250	5	100	Approximative	Time-Search	3.20600000000013
VaryBeam	breast.arff	25	250	5	100	Approximative	Time-PostProcess	0.416999999999462
VaryBeam	breast.arff	25	250	5	100	Approximative	Time	4.64899999999943
VaryBeam	letrec.arff	25	25	5	100	Approximative	Time-Graph	6.87700000000041
VaryBeam	letrec.arff	25	25	5	100	Approximative	Time-Search	0.068000000000211
VaryBeam	letrec.arff	25	25	5	100	Approximative	Time-PostProcess	3.15799999999945
VaryBeam	letrec.arff	25	25	5	100	Approximative	Time	10.1040000000003
VaryBeam	letrec.arff	25	50	5	100	Approximative	Time-Graph	6.94200000000092
VaryBeam	letrec.arff	25	50	5	100	Approximative	Time-Search	0.166999999999462
VaryBeam	letrec.arff	25	50	5	100	Approximative	Time-PostProcess	6.41799999999967
VaryBeam	letrec.arff	25	50	5	100	Approximative	Time	13.527
VaryBeam	letrec.arff	25	100	5	100	Approximative	Time-Graph	7.02000000000044
VaryBeam	letrec.arff	25	100	5	100	Approximative	Time-Search	0.524999999999636
VaryBeam	letrec.arff	25	100	5	100	Approximative	Time-PostProcess	12.9130000000005
VaryBeam	letrec.arff	25	100	5	100	Approximative	Time	20.4580000000005
VaryBeam	letrec.arff	25	250	5	100	Approximative	Time-Graph	7.01399999999921
VaryBeam	letrec.arff	25	250	5	100	Approximative	Time-Search	1.14600000000064
VaryBeam	letrec.arff	25	250	5	100	Approximative	Time-PostProcess	32.5830000000005
VaryBeam	letrec.arff	25	250	5	100	Approximative	Time	40.7430000000004
VaryDeduplication	breast.arff	25	100	5	0	Approximative	Time-Graph	1.06899999999951
VaryDeduplication	breast.arff	25	100	5	0	Approximative	Time-Search	1.67400000000089
VaryDeduplication	breast.arff	25	100	5	0	Approximative	Time-PostProcess	0.157999999999447
VaryDeduplication	breast.arff	25	100	5	0	Approximative	Time	2.90099999999984
VaryDeduplication	breast.arff	25	100	5	25	Approximative	Time-Graph	0.755000000001019
VaryDeduplication	breast.arff	25	100	5	25	Approximative	Time-Search	43.6100000000006
VaryDeduplication	breast.arff	25	100	5	25	Approximative	Time-PostProcess	0.159999999999854
VaryDeduplication	breast.arff	25	100	5	25	Approximative	Time	44.5250000000015
VaryDeduplication	breast.arff	25	100	5	50	Approximative	Time-Graph	0.755000000001019
VaryDeduplication	breast.arff	25	100	5	50	Approximative	Time-Search	24.2089999999989
VaryDeduplication	breast.arff	25	100	5	50	Approximative	Time-PostProcess	0.167000000001281
VaryDeduplication	breast.arff	25	100	5	50	Approximative	Time	25.1310000000012
VaryDeduplication	breast.arff	25	100	5	75	Approximative	Time-Graph	0.782000000001062
VaryDeduplication	breast.arff	25	100	5	75	Approximative	Time-Search	0.836999999999534
VaryDeduplication	breast.arff	25	100	5	75	Approximative	Time-PostProcess	0.165999999999258
VaryDeduplication	breast.arff	25	100	5	75	Approximative	Time	1.78499999999985
VaryDeduplication	breast.arff	25	100	5	100	Approximative	Time-Graph	0.751000000000204
VaryDeduplication	breast.arff	25	100	5	100	Approximative	Time-Search	0.871999999999389
VaryDeduplication	breast.arff	25	100	5	100	Approximative	Time-PostProcess	0.162000000000262
VaryDeduplication	breast.arff	25	100	5	100	Approximative	Time	1.78600000000006
VaryDeduplication	letrec.arff	25	100	5	0	Approximative	Time-Graph	6.89600000000064
VaryDeduplication	letrec.arff	25	100	5	0	Approximative	Time-Search	2.05500000000029
VaryDeduplication	letrec.arff	25	100	5	0	Approximative	Time-PostProcess	12.0169999999998
VaryDeduplication	letrec.arff	25	100	5	0	Approximative	Time	20.9680000000008
VaryDeduplication	letrec.arff	25	100	5	25	Approximative	Time-Graph	6.92900000000009
VaryDeduplication	letrec.arff	25	100	5	25	Approximative	Time-Search	4.68999999999869
VaryDeduplication	letrec.arff	25	100	5	25	Approximative	Time-PostProcess	12.8230000000003
VaryDeduplication	letrec.arff	25	100	5	25	Approximative	Time	24.4419999999991
VaryDeduplication	letrec.arff	25	100	5	50	Approximative	Time-Graph	6.9380000000001
VaryDeduplication	letrec.arff	25	100	5	50	Approximative	Time-Search	0.540000000000873
VaryDeduplication	letrec.arff	25	100	5	50	Approximative	Time-PostProcess	12.7199999999993
VaryDeduplication	letrec.arff	25	100	5	50	Approximative	Time	20.1990000000005
VaryDeduplication	letrec.arff	25	100	5	75	Approximative	Time-Graph	7.05500000000029
VaryDeduplication	letrec.arff	25	100	5	75	Approximative	Time-Search	0.539999999999054
VaryDeduplication	letrec.arff	25	100	5	75	Approximative	Time-PostProcess	12.9719999999998
VaryDeduplication	letrec.arff	25	100	5	75	Approximative	Time	20.5669999999991
VaryDeduplication	letrec.arff	25	100	5	100	Approximative	Time-Graph	7.10399999999936
VaryDeduplication	letrec.arff	25	100	5	100	Approximative	Time-Search	0.539000000000669
VaryDeduplication	letrec.arff	25	100	5	100	Approximative	Time-PostProcess	12.9329999999991
VaryDeduplication	letrec.arff	25	100	5	100	Approximative	Time	20.5759999999991
